sightingID,city,state,country,durationSec,ufoShape
281,canton,mi,USA,180,triangle
282,"lost creek",wv,USA,45,triangle
283,hudson,nh,USA,1,light
284,jupiter,fl,USA,14400,egg
285,brighton,mi,USA,300,circle
286,"alice springs  (nt&#44 australia)",n/a,Australia,20,unknown
287,minnetonka,mn,USA,30,light
288,otto,mo,USA,60,fireball
289,kewanee,il,USA,180,sphere
290,kewanee,il,USA,300,sphere
291,albuquerque,nm,USA,900,sphere
292,jackson,nj,USA,300,triangle
293,riverside,ca,USA,4,chevron
294,"new york city (brooklyn)",ny,USA,720,unknown
295,huntington,wv,USA,120,unknown
296,damascus,va,USA,60,light
297,"hafnarfjordur (iceland)",n/a,Other,300,sphere
298,montara,ca,USA,3600,other
299,"vega baja (puerto rico)",pr,USA,120,cigar
300,"mount carmel",tn,USA,10,light
301,highland,in,USA,14400,sphere
302,"bar harbor (bar island crossover)",me,USA,30,sphere
303,"elk grove",ca,USA,4,fireball
304,montgomery,al,USA,180,light
305,"los angeles",ca,USA,300,light
306,somerset?,wi,USA,120,unknown
307,"three rivers",mi,USA,600,oval
308,canby,or,USA,10,light
309,"parry sound (near) (canada)",Ontario,Canada,6,disk
310,portville,ny,USA,30,oval
311,portville,ny,USA,30,oval
312,portville,ny,USA,60,oval
313,portville,ny,USA,60,oval
314,"kirbyville (due south of)",mo,USA,5400,other
315,winnemucca,nv,USA,2,cigar
316,ashland,or,USA,45,triangle
317,augusta,ks,USA,600,light
318,montgomery,tx,USA,3600,light
319,"eureka springs",ar,USA,900,light
320,"parker&#39s lake",ky,USA,900,disk
321,"addison (i-355 and us 20 (lake st.)",il,USA,600,disk
322,"london (uk/england)",n/a,UK,3,diamond
323,watertown,ny,USA,30,light
324,elverta,ca,USA,30,light
325,"dolgellau (uk/wales)",n/a,UK,240,changing
326,whittier,ca,USA,1500,light
327,somerset,wi,USA,10800,light
328,fairbanks,ak,USA,1800,other
329,denver,co,USA,900,light
330,columbia,ms,USA,300,teardrop
331,"grass valley",ca,USA,60,triangle
332,lima,oh,USA,300,teardrop
333,springfield,mo,USA,6,fireball
334,reno,nv,USA,600,sphere
335,randolph,ma,USA,300,cylinder
336,dallas,tx,USA,3,fireball
337,"san diego",ca,USA,172800,unknown
338,austin,mn,USA,5,circle
339,"new york city (manhattan)",ny,USA,120,egg
340,truckee,ca,USA,3,sphere
341,"fort knox",ky,USA,3,fireball
342,newaygo,mi,USA,40,circle
343,"nebraska (above?&#44 or above south dakota)",ne,USA,2,cigar
344,placerville,ca,USA,600,light
345,frederick,co,USA,10,unknown
346,bloomington,in,USA,180,disk
347,independence,mo,USA,600,chevron
348,honolulu,hi,USA,3,triangle
349,"los angeles",ca,USA,20,rectangle
350,dallas,or,USA,20,light
351,pitman,nj,USA,7200,other
352,"san jose",ca,USA,15,light
353,"nuevo laredo (mexico)",n/a,Mexico,1200,light
354,salinas,ca,USA,2700,formation
355,"arroyo grande",ca,USA,60,circle
356,fresno,ca,USA,120,rectangle
357,strongsvilles,oh,USA,5,light
358,laredo,tx,USA,1351,fireball
359,"lake worth",fl,USA,7200,formation
360,williamsville,ny,USA,540,light
361,"cannock (uk/england)",n/a,UK,180,formation
362,holiday,fl,USA,180,light
363,eagan,mn,USA,7200,circle
364,"siloam sprngs",ar,USA,180,circle
365,"canyonlands np",ut,USA,600,formation
366,"lake point",ut,USA,720,light
367,"pearl harbor",hi,USA,2,light
368,peoria,az,USA,5400,light
369,buckeye,az,USA,1800,formation
370,"casa grande",az,USA,1800,light
371,tempe,az,USA,3,triangle
372,mobile,al,USA,1800,light
373,"little ferry",nj,USA,300,oval
374,"wall lake",ia,USA,10,light
375,"rotherham (south yorkshire) (uk/england)",n/a,UK,3600,oval
376,nashville,tn,USA,13,disk
377,"calumet city",in,USA,420,circle
378,york,me,USA,30,disk
379,littlerock,ar,USA,600,oval
380,lynnwood,wa,USA,120,unknown
381,"monterey park",ca,USA,120,fireball
382,"two harbors",mn,USA,600,light
